scenario_id,outer_id,repeat,fold,inner_cv,scoring,refit,tuning_engine,candidate_count,best_inner_r2,elapsed_seconds,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators
A_BMP_VS_all_features,28,6,3,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.40908446718759955,33.296889543533325,5,0.7,2,5,100
A_BMP_VS_all_features,29,6,4,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.40552177878781065,32.212230920791626,10,sqrt,1,5,50
A_BMP_VS_all_features,30,6,5,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.2990477006183575,29.834562063217163,10,sqrt,1,2,100
A_BMP_VS_all_features,31,7,1,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.38488156049769684,29.380581617355347,5,0.7,2,10,150
A_BMP_VS_all_features,32,7,2,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.3406823444752416,29.09839963912964,7,sqrt,2,10,50
A_BMP_VS_all_features,33,7,3,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.411380316482499,29.62337827682495,,sqrt,2,5,50
A_BMP_VS_all_features,34,7,4,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.3636520368925812,30.124337196350098,,0.7,2,10,100
A_BMP_VS_all_features,35,7,5,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.36245317918731496,29.07940697669983,7,0.7,1,5,100
A_BMP_VS_all_features,36,8,1,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.36292360439269555,29.276506900787354,10,sqrt,1,2,50
A_BMP_VS_all_features,37,8,2,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.41297567841778005,29.91355299949646,10,sqrt,1,10,50
A_BMP_VS_all_features,38,8,3,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.3525992809394545,30.653738737106323,7,sqrt,2,5,150
A_BMP_VS_all_features,39,8,4,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.3445441546888883,29.57802414894104,7,0.7,2,2,100
A_BMP_VS_all_features,40,8,5,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.33960269782187796,29.560839414596558,5,0.7,2,5,150
A_BMP_VS_all_features,41,9,1,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.3799274634927202,28.68108057975769,5,0.7,4,10,100
A_BMP_VS_all_features,42,9,2,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.388542742432696,30.690330982208252,7,0.7,2,5,100
A_BMP_VS_all_features,43,9,3,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.34374047900586313,32.18891096115112,10,0.7,2,2,100
