scenario_id,model,basis,repeat,fold,row_index_filtered,lignin,DM,lignin_shap
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,0,17.9,80.6,3.048975578237666
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,1,52.3,32.1,-21.360336506830855
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,2,35.4,57.2,-22.324046984099805
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,3,22.8,56.7,2.3770607004044395
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,4,29.4,45.6,-31.328271248818478
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,5,35.4,75.9,-24.312254104198033
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,6,48.5,17.0,-31.824969715737367
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,7,22.8,68.3,1.7223350863262004
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,8,17.9,44.6,3.6455152512255298
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,9,50.2,34.4,-19.7295180171381
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,10,27.1,17.2,12.86094293974045
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,11,28.2,88.1,-1.8366518096422586
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,12,29.4,43.1,-22.726451942085998
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,13,29.4,43.1,-24.722453610179826
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,14,48.7,20.2,-27.870407488117916
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,15,48.7,33.2,-20.111488758119595
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,16,38.6,31.3,-26.781635190098857
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,17,35.4,71.2,-24.350551053420027
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,18,35.4,49.6,-25.077315191700063
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,19,48.7,31.5,-24.096578723436043
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,20,29.4,33.7,-30.57730056698586
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,21,35.4,60.3,-24.246103694109024
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,22,17.1,47.1,6.485466755318208
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,23,28.9,54.6,-11.760438170524226
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,24,48.7,81.6,-18.10013236143403
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,25,48.7,34.4,-20.565149247430693
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,26,36.8,31.6,-32.37838325466111
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,27,29.4,16.6,-41.48327751933198
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,28,28.6,20.9,5.379141384059229
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,29,28.6,18.4,3.8053013858211093
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,30,26.6,16.7,10.868904084138778
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,31,48.7,57.6,-17.951043360328395
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,32,36.3,27.6,-39.01735732769153
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,33,28.6,22.3,4.549447513680811
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,34,19.4,42.0,5.438635085264135
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,35,23.7,71.9,1.6020901204853932
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,36,21.1,18.4,12.519719517241672
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,37,19.6,29.7,10.512500859542191
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,38,48.7,51.0,-16.64266487596814
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,39,29.4,69.8,-25.381054613906137
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,40,29.4,22.8,-39.55898397081025
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,41,17.0,54.0,5.815328099528622
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,42,26.7,21.5,9.804535167314338
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,43,26.6,17.6,11.440582948001348
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,44,25.1,18.6,8.960885053854787
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,45,25.1,28.9,6.629688620536732
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,46,19.6,15.9,10.82030470427906
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,47,17.8,32.1,7.939966690871719
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,48,19.2,50.3,8.666353934932568
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,49,27.1,27.8,6.7762617531248575
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,50,27.1,21.3,11.673776081489418
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,51,21.1,23.6,8.735915498729273
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,52,19.4,16.5,13.077324370913837
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,53,19.7,26.6,9.127031772870438
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,54,22.8,15.6,7.348562215020483
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,55,21.5,69.0,8.069063648721476
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,56,26.0,15.3,9.18956260200475
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,57,31.2,15.3,-41.398529182720836
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,58,21.4,89.4,9.293162394958287
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,59,16.1,72.0,6.8927565561830475
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,60,22.3,22.9,8.931796970152165
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,61,21.1,19.8,10.194746422241995
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,62,18.1,17.5,10.232450555523117
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,63,20.2,27.0,11.128100284284557
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,64,27.1,23.4,11.957787455138691
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,65,27.1,39.9,1.5110961446627327
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,66,29.4,27.7,-31.40057369594558
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,67,21.3,79.2,10.371650915694726
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,68,21.1,35.9,9.95435272816317
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,69,18.1,15.5,12.194053440138575
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,70,20.0,16.1,13.024143625428485
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,71,19.6,27.1,10.786947778360279
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,72,19.6,27.1,11.3861347737998
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,73,22.4,20.3,9.82638546861624
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,74,38.6,26.3,-33.2903288298342
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,75,17.6,52.2,6.039970881776485
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,76,21.3,84.5,10.042832176785835
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,77,30.8,88.7,-38.55973579830355
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,78,22.1,49.4,8.046357713410483
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,79,14.2,87.0,12.073690708098594
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,80,14.2,77.0,12.49304274813854
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,81,18.7,79.8,8.821906599144594
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,82,17.0,75.9,9.893042483624567
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,83,21.3,83.9,10.082401235545392
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,84,21.3,88.8,6.268519300262711
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,85,17.9,37.9,7.561466365870307
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,86,23.7,86.0,2.3204948564127124
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,87,27.5,37.8,2.7116288976881973
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,88,21.1,24.7,11.140771514229867
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,89,22.1,28.3,9.842367644753159
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,90,27.4,18.2,11.44284198846266
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,91,30.8,82.8,-39.28574489442792
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,92,11.4,30.2,15.336853938651457
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,93,11.4,32.0,14.35126908381672
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,94,21.9,17.6,11.901873770962423
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,95,16.3,88.0,9.995327242226587
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,96,16.3,87.2,10.129582811990163
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,97,16.3,86.3,9.791749070342217
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,98,17.0,86.5,9.918597800695165
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,99,17.0,88.3,9.8759728641516
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,100,17.0,90.6,7.333122575149545
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,101,22.8,43.2,-0.2260660904228769
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,102,18.1,31.3,11.472525192197706
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,103,11.4,35.2,13.901501134072541
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,104,11.4,28.5,15.205511997680679
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,105,11.4,33.6,15.420576129987234
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,106,14.2,75.6,12.080775100680809
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,107,16.3,89.0,9.997795738468206
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,108,17.0,85.0,9.881970285311253
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,109,21.3,84.9,9.979372416081015
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,110,11.4,36.5,13.567273960877282
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,111,11.4,33.0,15.240642367414479
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,112,12.0,73.9,13.155913258307264
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,113,5.5,86.2,13.580573728131784
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,114,15.4,23.9,10.826717335506881
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,115,17.0,87.6,9.959609887890707
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,116,17.0,88.8,9.92237576660044
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,117,11.4,19.8,14.30741097378734
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,118,14.0,23.3,13.338831255942841
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,119,15.4,24.6,10.818614252507857
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,120,15.4,21.9,10.90760453596957
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,121,15.4,23.6,11.19287366850226
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,122,15.4,21.9,10.829253261669978
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,123,15.4,26.5,10.74099193492278
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,124,6.2,87.0,13.762193745929583
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,125,19.8,28.4,8.684339236416843
A_BMP_VS_all_features,RandomForest,full_data_apparent,,,126,15.4,26.7,11.276915825827249
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,0,17.9,80.6,-4.826681756090878
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,1,52.3,32.1,-18.55824685891938
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,2,35.4,57.2,-14.073585975876854
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,3,22.8,56.7,2.6326757100435825
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,4,29.4,45.6,-39.78617847497349
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,5,35.4,75.9,-12.83786055917111
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,6,48.5,17.0,-36.85150410230133
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,7,22.8,68.3,-1.3739322732770123
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,8,17.9,44.6,1.4233014060086824
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,9,50.2,34.4,-20.11029105640382
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,10,27.1,17.2,21.24558173623526
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,11,28.2,88.1,-3.256204014118676
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,12,29.4,43.1,-22.974176892031505
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,13,29.4,43.1,-27.127419056491796
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,14,48.7,20.2,-32.9946377374759
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,15,48.7,33.2,-21.405604832595838
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,16,38.6,31.3,-31.72455128679141
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,17,35.4,71.2,-16.174191412554933
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,18,35.4,49.6,-25.852918054763606
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,19,48.7,31.5,-25.5048223247643
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,20,29.4,33.7,-36.24700739563323
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,21,35.4,60.3,-21.604145661954803
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,22,17.1,47.1,4.932141040240921
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,23,28.9,54.6,-13.127356269868834
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,24,48.7,81.6,-18.511190369980145
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,25,48.7,34.4,-19.71406909918737
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,26,36.8,31.6,-36.87208405799297
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,27,29.4,16.6,-45.91831327500183
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,28,28.6,20.9,9.854654424978099
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,29,28.6,18.4,4.9182297879982375
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,30,26.6,16.7,10.902076732072539
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,31,48.7,57.6,-15.536673479249872
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,32,36.3,27.6,-47.19607420452298
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,33,28.6,22.3,10.111686795758464
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,34,19.4,42.0,10.220180153959793
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,35,23.7,71.9,0.13544721302982402
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,36,21.1,18.4,12.223969674952198
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,37,19.6,29.7,10.137808344447908
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,38,48.7,51.0,-19.06591146361712
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,39,29.4,69.8,-26.42395463777684
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,40,29.4,22.8,-50.446811702952445
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,41,17.0,54.0,6.473229768640115
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,42,26.7,21.5,11.20242701834973
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,43,26.6,17.6,11.793146410498888
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,44,25.1,18.6,8.80227876542419
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,45,25.1,28.9,6.2569004666409445
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,46,19.6,15.9,10.086616242964078
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,47,17.8,32.1,6.141070040250685
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,48,19.2,50.3,11.19295129244841
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,49,27.1,27.8,13.980295093666355
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,50,27.1,21.3,21.69430964143777
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,51,21.1,23.6,8.87664967152862
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,52,19.4,16.5,13.287909355803604
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,53,19.7,26.6,7.412508729951344
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,54,22.8,15.6,8.141474819763031
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,55,21.5,69.0,8.712115091414876
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,56,26.0,15.3,8.813493604893303
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,57,31.2,15.3,-42.560766957773914
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,58,21.4,89.4,10.806180319031231
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,59,16.1,72.0,4.766621422725795
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,60,22.3,22.9,11.531261121416476
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,61,21.1,19.8,12.977060214872795
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,62,18.1,17.5,8.449600582949815
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,63,20.2,27.0,10.776879232198366
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,64,27.1,23.4,22.292096427842164
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,65,27.1,39.9,5.798608996829649
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,66,29.4,27.7,-34.98372774264645
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,67,21.3,79.2,11.14904827619272
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,68,21.1,35.9,11.547460922517844
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,69,18.1,15.5,11.46949938995891
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,70,20.0,16.1,12.580908115773548
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,71,19.6,27.1,10.846844456738973
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,72,19.6,27.1,10.801473159896734
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,73,22.4,20.3,10.272118585223483
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,74,38.6,26.3,-31.85276260864125
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,75,17.6,52.2,8.320385579826914
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,76,21.3,84.5,11.311273260691143
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,77,30.8,88.7,-45.17525880967974
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,78,22.1,49.4,7.024480652740873
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,79,14.2,87.0,16.911583232500515
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,80,14.2,77.0,17.33650992494516
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,81,18.7,79.8,4.973121717388372
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,82,17.0,75.9,9.259968499972068
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,83,21.3,83.9,11.01204807717267
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,84,21.3,88.8,5.129499195270445
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,85,17.9,37.9,9.546367774923478
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,86,23.7,86.0,4.220023626325459
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,87,27.5,37.8,6.4148697045065095
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,88,21.1,24.7,11.509903702810233
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,89,22.1,28.3,8.119546936331556
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,90,27.4,18.2,20.86025679434634
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,91,30.8,82.8,-43.13683219846758
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,92,11.4,30.2,22.71370014928798
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,93,11.4,32.0,20.722931868964103
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,94,21.9,17.6,12.930539876178422
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,95,16.3,88.0,9.414438806020069
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,96,16.3,87.2,9.48094461611146
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,97,16.3,86.3,9.095102909000223
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,98,17.0,86.5,9.210109151783378
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,99,17.0,88.3,9.430121086825517
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,100,17.0,90.6,7.5608520857450845
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,101,22.8,43.2,0.9162399943370629
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,102,18.1,31.3,9.775233968080467
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,103,11.4,35.2,21.080127070880174
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,104,11.4,28.5,32.299575200239
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,105,11.4,33.6,30.362523251723683
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,106,14.2,75.6,15.783957410564039
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,107,16.3,89.0,8.08918404791257
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,108,17.0,85.0,9.5700544973121
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,109,21.3,84.9,11.016787446479674
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,110,11.4,36.5,24.84036874040293
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,111,11.4,33.0,26.865525008324745
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,112,12.0,73.9,19.1790244257136
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,113,5.5,86.2,21.286353590168286
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,114,15.4,23.9,11.189529587416358
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,115,17.0,87.6,10.230783772620198
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,116,17.0,88.8,9.456738024517467
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,117,11.4,19.8,34.01633105513158
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,118,14.0,23.3,25.514674567592376
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,119,15.4,24.6,11.49480465298059
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,120,15.4,21.9,11.14185726642454
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,121,15.4,23.6,11.43039798041989
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,122,15.4,21.9,10.231871437016736
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,123,15.4,26.5,10.240025787439095
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,124,6.2,87.0,22.189383529249373
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,125,19.8,28.4,9.683445489594826
A_BMP_VS_all_features,GradientBoosting,full_data_apparent,,,126,15.4,26.7,11.608782642177024
A_BMP_VS_all_features,ExtraTrees,full_data_apparent,,,0,17.9,80.6,-8.603057354931385
A_BMP_VS_all_features,ExtraTrees,full_data_apparent,,,1,52.3,32.1,-9.636041920929035
A_BMP_VS_all_features,ExtraTrees,full_data_apparent,,,2,35.4,57.2,-8.813327232750432
A_BMP_VS_all_features,ExtraTrees,full_data_apparent,,,3,22.8,56.7,1.811435428246735
A_BMP_VS_all_features,ExtraTrees,full_data_apparent,,,4,29.4,45.6,-23.582723759775753
A_BMP_VS_all_features,ExtraTrees,full_data_apparent,,,5,35.4,75.9,-7.273587600749176
A_BMP_VS_all_features,ExtraTrees,full_data_apparent,,,6,48.5,17.0,-34.220519950774325
A_BMP_VS_all_features,ExtraTrees,full_data_apparent,,,7,22.8,68.3,-1.9795469798866163
A_BMP_VS_all_features,ExtraTrees,full_data_apparent,,,8,17.9,44.6,-0.07039228137672733
A_BMP_VS_all_features,ExtraTrees,full_data_apparent,,,9,50.2,34.4,-20.535283682410103
A_BMP_VS_all_features,ExtraTrees,full_data_apparent,,,10,27.1,17.2,12.481633958333235
A_BMP_VS_all_features,ExtraTrees,full_data_apparent,,,11,28.2,88.1,-12.440705016343204
A_BMP_VS_all_features,ExtraTrees,full_data_apparent,,,12,29.4,43.1,-12.696136419975332
A_BMP_VS_all_features,ExtraTrees,full_data_apparent,,,13,29.4,43.1,-13.716662692264936
A_BMP_VS_all_features,ExtraTrees,full_data_apparent,,,14,48.7,20.2,-28.671287310345328
A_BMP_VS_all_features,ExtraTrees,full_data_apparent,,,15,48.7,33.2,-14.64392433723548
A_BMP_VS_all_features,ExtraTrees,full_data_apparent,,,16,38.6,31.3,-23.831696983134
A_BMP_VS_all_features,ExtraTrees,full_data_apparent,,,17,35.4,71.2,-16.863373370201966
A_BMP_VS_all_features,ExtraTrees,full_data_apparent,,,18,35.4,49.6,-19.260413784285625
A_BMP_VS_all_features,ExtraTrees,full_data_apparent,,,19,48.7,31.5,-19.12564927260808
A_BMP_VS_all_features,ExtraTrees,full_data_apparent,,,20,29.4,33.7,-20.53354772086257
A_BMP_VS_all_features,ExtraTrees,full_data_apparent,,,21,35.4,60.3,-13.037748272674813
A_BMP_VS_all_features,ExtraTrees,full_data_apparent,,,22,17.1,47.1,9.730949885098354
A_BMP_VS_all_features,ExtraTrees,full_data_apparent,,,23,28.9,54.6,-10.783822433251906
A_BMP_VS_all_features,ExtraTrees,full_data_apparent,,,24,48.7,81.6,-11.177011060692989
A_BMP_VS_all_features,ExtraTrees,full_data_apparent,,,25,48.7,34.4,-8.142292962370787
A_BMP_VS_all_features,ExtraTrees,full_data_apparent,,,26,36.8,31.6,-37.4425053046531
A_BMP_VS_all_features,ExtraTrees,full_data_apparent,,,27,29.4,16.6,-24.554965461178973
A_BMP_VS_all_features,ExtraTrees,full_data_apparent,,,28,28.6,20.9,-0.6402831739098822
A_BMP_VS_all_features,ExtraTrees,full_data_apparent,,,29,28.6,18.4,-14.706686791482914
A_BMP_VS_all_features,ExtraTrees,full_data_apparent,,,30,26.6,16.7,7.136271129849323
A_BMP_VS_all_features,ExtraTrees,full_data_apparent,,,31,48.7,57.6,-11.305800202020938
A_BMP_VS_all_features,ExtraTrees,full_data_apparent,,,32,36.3,27.6,-47.47003959275402
