scenario_id,model,basis,outer_id,repeat,fold,feature,mean_abs_shap,rank
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,23,5,3,C/N,2.0067705241012357,10
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,23,5,3,Sulfur,0.7172166347249653,11
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,23,5,3,DM,13.938498729153448,1
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,23,5,3,Hydrogen,9.379875423727535,2
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,23,5,3,VS,7.774947459878408,3
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,23,5,3,Lignin,7.260365234950553,4
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,23,5,3,Carbon,7.031046546270593,5
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,23,5,3,Oxygen,4.753293170267793,6
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,23,5,3,Cellulose,4.617768624746283,7
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,23,5,3,Hemicelluloses,4.286889757674094,8
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,23,5,3,Sulfur,2.1698305516946563,9
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,23,5,3,C/N,1.649341384848094,10
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,23,5,3,Nitrogen,1.0759250345511193,11
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,24,5,4,Lignin,16.05120127720544,1
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,24,5,4,DM,13.102066831538497,2
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,24,5,4,Oxygen,8.824517862406836,3
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,24,5,4,Hydrogen,6.198727923636044,4
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,24,5,4,VS,5.802476844310057,5
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,24,5,4,Hemicelluloses,4.045735014765415,6
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,24,5,4,Carbon,1.827359623890117,7
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,24,5,4,Sulfur,1.434458274812055,8
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,24,5,4,Cellulose,1.235762970738528,9
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,24,5,4,C/N,1.1981855493365794,10
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,24,5,4,Nitrogen,0.8351477355678244,11
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,24,5,4,Lignin,18.3954991576637,1
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,24,5,4,DM,11.061105087703872,2
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,24,5,4,Hydrogen,7.774114807871666,3
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,24,5,4,Oxygen,7.134300366197746,4
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,24,5,4,VS,6.5099970971239784,5
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,24,5,4,Cellulose,4.883816037381634,6
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,24,5,4,Hemicelluloses,3.332707293909303,7
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,24,5,4,C/N,3.121855011671846,8
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,24,5,4,Carbon,3.051085773658938,9
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,24,5,4,Sulfur,1.6620351810280118,10
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,24,5,4,Nitrogen,1.6071827389784408,11
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,24,5,4,Lignin,13.815346801294176,1
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,24,5,4,DM,11.10241018226324,2
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,24,5,4,VS,7.049925645832834,3
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,24,5,4,Hydrogen,6.999612248645937,4
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,24,5,4,Oxygen,6.288484945234018,5
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,24,5,4,Hemicelluloses,5.341534003479572,6
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,24,5,4,Cellulose,2.9020106408702206,7
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,24,5,4,C/N,2.6125352491405893,8
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,24,5,4,Carbon,2.310363438461733,9
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,24,5,4,Sulfur,1.9744750014852301,10
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,24,5,4,Nitrogen,1.8180974149782478,11
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,25,5,5,Lignin,14.886331914419575,1
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,25,5,5,DM,12.039857027796398,2
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,25,5,5,Hydrogen,7.18923329402695,3
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,25,5,5,Oxygen,7.139132574588569,4
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,25,5,5,Carbon,5.244378967859063,5
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,25,5,5,VS,4.624552053488244,6
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,25,5,5,C/N,4.209364845535803,7
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,25,5,5,Hemicelluloses,3.4960698306366904,8
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,25,5,5,Sulfur,1.8764002383753071,9
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,25,5,5,Cellulose,1.382134691120105,10
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,25,5,5,Nitrogen,0.9773095682218521,11
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,25,5,5,DM,18.553235898972478,1
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,25,5,5,Lignin,15.770365852450741,2
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,25,5,5,Oxygen,8.861319887905852,3
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,25,5,5,C/N,7.620006928482476,4
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,25,5,5,Carbon,7.386377326551102,5
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,25,5,5,Hydrogen,6.586917974453752,6
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,25,5,5,Cellulose,4.303618754491812,7
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,25,5,5,VS,3.433152870446893,8
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,25,5,5,Hemicelluloses,2.952230036733751,9
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,25,5,5,Sulfur,1.7021701092513928,10
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,25,5,5,Nitrogen,1.465756767384066,11
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,25,5,5,DM,11.99160810224666,1
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,25,5,5,Oxygen,9.253566622578596,2
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,25,5,5,Carbon,9.224897554108365,3
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,25,5,5,Lignin,7.590548158187038,4
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,25,5,5,Hydrogen,7.536762077901543,5
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,25,5,5,VS,6.783705886902833,6
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,25,5,5,Sulfur,4.597190342158482,7
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,25,5,5,Cellulose,3.8779616983637077,8
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,25,5,5,Hemicelluloses,3.6502888470780244,9
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,25,5,5,C/N,3.0639755199930265,10
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,25,5,5,Nitrogen,1.23384685760142,11
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,26,6,1,Lignin,10.722170827934901,1
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,26,6,1,Hydrogen,10.11373663904749,2
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,26,6,1,DM,8.190353442412647,3
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,26,6,1,VS,7.567592056887177,4
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,26,6,1,Carbon,6.696534540906942,5
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,26,6,1,Oxygen,5.606909095008669,6
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,26,6,1,Hemicelluloses,3.1142480505881527,7
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,26,6,1,Sulfur,2.7593226042300096,8
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,26,6,1,C/N,2.207164409974673,9
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,26,6,1,Nitrogen,2.1629390008080764,10
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,26,6,1,Cellulose,2.0070776429521224,11
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,26,6,1,Hydrogen,13.604865684707448,1
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,26,6,1,Lignin,13.211288223332717,2
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,26,6,1,VS,9.897514174016758,3
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,26,6,1,DM,9.386906088526528,4
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,26,6,1,Carbon,7.1574145179023585,5
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,26,6,1,Oxygen,6.0117443836088285,6
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,26,6,1,Cellulose,3.7354622157705153,7
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,26,6,1,C/N,2.87172611776969,8
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,26,6,1,Nitrogen,2.866710984041172,9
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,26,6,1,Sulfur,1.9974315513861616,10
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,26,6,1,Hemicelluloses,1.968388616344763,11
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,26,6,1,DM,12.840006666788854,1
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,26,6,1,Hydrogen,11.602106597372572,2
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,26,6,1,Lignin,8.568772801450944,3
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,26,6,1,Oxygen,7.790554226816659,4
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,26,6,1,VS,7.267083873328394,5
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,26,6,1,Carbon,6.1646320771529455,6
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,26,6,1,Sulfur,4.197193428916053,7
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,26,6,1,Hemicelluloses,3.705406331480334,8
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,26,6,1,Cellulose,2.3687511045945397,9
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,26,6,1,C/N,2.1532281153516033,10
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,26,6,1,Nitrogen,1.7731874988582428,11
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,27,6,2,Lignin,12.055894353040117,1
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,27,6,2,DM,8.175381904662402,2
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,27,6,2,Oxygen,6.633724034375508,3
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,27,6,2,Hemicelluloses,5.9096652978812525,4
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,27,6,2,VS,5.707427976635113,5
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,27,6,2,Carbon,5.393239321820397,6
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,27,6,2,Hydrogen,3.029658021767962,7
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,27,6,2,Cellulose,2.3414713629800197,8
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,27,6,2,C/N,2.187092481821102,9
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,27,6,2,Sulfur,1.6253029456131114,10
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,27,6,2,Nitrogen,1.624923263332902,11
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,27,6,2,Lignin,17.438808788705654,1
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,27,6,2,DM,9.849486583129902,2
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,27,6,2,Oxygen,9.171697968807193,3
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,27,6,2,VS,7.892368907794468,4
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,27,6,2,Carbon,5.515817647217775,5
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,27,6,2,Hydrogen,4.801228887322876,6
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,27,6,2,Hemicelluloses,3.253074629768594,7
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,27,6,2,Cellulose,2.836166619995168,8
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,27,6,2,Sulfur,2.41564488645796,9
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,27,6,2,Nitrogen,2.378931289752928,10
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,27,6,2,C/N,1.8028041228360048,11
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,27,6,2,Lignin,10.180905303485149,1
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,27,6,2,DM,9.974770924822602,2
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,27,6,2,Oxygen,8.022046594735533,3
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,27,6,2,Carbon,7.110638979480223,4
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,27,6,2,Hydrogen,4.8436860210972705,5
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,27,6,2,Hemicelluloses,4.714327687071878,6
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,27,6,2,VS,4.641546788034635,7
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,27,6,2,Cellulose,2.78566223736052,8
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,27,6,2,Sulfur,2.6646427014169487,9
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,27,6,2,Nitrogen,1.3831616179309227,10
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,27,6,2,C/N,1.3035665764816475,11
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,28,6,3,DM,10.884942452113927,1
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,28,6,3,Lignin,10.48326304343795,2
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,28,6,3,Oxygen,8.095873275372904,3
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,28,6,3,VS,6.247574758831364,4
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,28,6,3,Hydrogen,5.66931563148212,5
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,28,6,3,Hemicelluloses,3.4980247058550527,6
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,28,6,3,Carbon,3.3453063674287056,7
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,28,6,3,C/N,1.709546143000509,8
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,28,6,3,Cellulose,1.3140475078125746,9
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,28,6,3,Sulfur,1.0327855272130808,10
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,28,6,3,Nitrogen,0.7318982756163815,11
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,28,6,3,DM,13.592822624829385,1
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,28,6,3,Lignin,11.926404456863665,2
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,28,6,3,VS,8.686880570862385,3
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,28,6,3,Hydrogen,7.777957901116938,4
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,28,6,3,Oxygen,6.446978091842599,5
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,28,6,3,Hemicelluloses,4.982056235896839,6
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,28,6,3,Carbon,4.794972846312075,7
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,28,6,3,C/N,2.928758159768131,8
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,28,6,3,Nitrogen,2.695435084320666,9
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,28,6,3,Cellulose,2.4879268349641976,10
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,28,6,3,Sulfur,1.0962312726650245,11
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,28,6,3,DM,11.510853845693054,1
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,28,6,3,Lignin,8.138516091287181,2
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,28,6,3,VS,7.895250087257187,3
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,28,6,3,Hydrogen,6.430709444208087,4
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,28,6,3,Hemicelluloses,4.770099476091119,5
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,28,6,3,Oxygen,4.642330090207534,6
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,28,6,3,Carbon,4.150419981607708,7
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,28,6,3,Cellulose,2.557223146653953,8
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,28,6,3,C/N,1.8952927712026852,9
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,28,6,3,Sulfur,1.757128269110713,10
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,28,6,3,Nitrogen,0.7565465970974933,11
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,29,6,4,Lignin,11.964893200664397,1
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,29,6,4,DM,7.7749530739790025,2
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,29,6,4,VS,7.634554227596839,3
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,29,6,4,Hydrogen,7.323673530845117,4
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,29,6,4,Hemicelluloses,6.7375778768249,5
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,29,6,4,Oxygen,4.857089996392249,6
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,29,6,4,Carbon,4.354965871145332,7
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,29,6,4,C/N,1.9983582956994255,8
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,29,6,4,Sulfur,1.9722800540729606,9
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,29,6,4,Cellulose,1.6594368611010797,10
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,29,6,4,Nitrogen,1.3540603914327909,11
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,29,6,4,Lignin,16.86884924990031,1
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,29,6,4,DM,15.64622326614823,2
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,29,6,4,Hydrogen,9.767607683325993,3
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,29,6,4,Hemicelluloses,7.118051437438879,4
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,29,6,4,VS,6.773933461498025,5
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,29,6,4,Oxygen,5.945648439096739,6
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,29,6,4,C/N,4.114083675588094,7
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,29,6,4,Carbon,2.9338396932775495,8
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,29,6,4,Cellulose,2.7543894680538274,9
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,29,6,4,Sulfur,1.8119006665642337,10
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,29,6,4,Nitrogen,1.5192839122779571,11
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,29,6,4,DM,10.37158992326962,1
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,29,6,4,Hydrogen,9.439330545577684,2
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,29,6,4,Lignin,9.197262710355158,3
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,29,6,4,VS,7.192287681205739,4
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,29,6,4,Hemicelluloses,6.941442260674824,5
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,29,6,4,Oxygen,5.943710572735836,6
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,29,6,4,Carbon,4.3628085076127885,7
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,29,6,4,Cellulose,3.630696932101445,8
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,29,6,4,Sulfur,2.896017783155108,9
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,29,6,4,C/N,2.1258257910314295,10
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,29,6,4,Nitrogen,0.8857785311027736,11
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,30,6,5,Hydrogen,10.428891505958244,1
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,30,6,5,Lignin,9.943159729844607,2
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,30,6,5,DM,8.867816787799159,3
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,30,6,5,Oxygen,5.652399187141344,4
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,30,6,5,VS,4.999986769237731,5
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,30,6,5,Hemicelluloses,4.8788555038948,6
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,30,6,5,Carbon,4.360050991708275,7
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,30,6,5,C/N,2.29652748175719,8
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,30,6,5,Nitrogen,2.176521539866757,9
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,30,6,5,Cellulose,2.173527876333638,10
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,30,6,5,Sulfur,1.4967540215203698,11
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,30,6,5,Hydrogen,15.813459786075807,1
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,30,6,5,Lignin,14.655492155909398,2
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,30,6,5,VS,11.621965446193187,3
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,30,6,5,Oxygen,8.61793236597981,4
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,30,6,5,DM,7.039695463889575,5
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,30,6,5,Hemicelluloses,3.5955826744703114,6
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,30,6,5,Nitrogen,3.5384143262495455,7
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,30,6,5,Carbon,3.2976958293165044,8
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,30,6,5,C/N,3.1650772894755765,9
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,30,6,5,Cellulose,1.9521619476847163,10
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,30,6,5,Sulfur,0.6427195165422377,11
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,30,6,5,Hydrogen,11.965977719661712,1
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,30,6,5,Lignin,10.122249203710943,2
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,30,6,5,DM,8.67676318286054,3
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,30,6,5,VS,6.334388893693433,4
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,30,6,5,Oxygen,5.034724265651969,5
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,30,6,5,Hemicelluloses,4.253842673030032,6
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,30,6,5,Carbon,3.843739544137019,7
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,30,6,5,C/N,3.4682435404325282,8
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,30,6,5,Cellulose,2.095223326837857,9
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,30,6,5,Sulfur,1.565037554641017,10
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,30,6,5,Nitrogen,1.5511940054039437,11
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,31,7,1,DM,14.752324621297314,1
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,31,7,1,Lignin,14.212931054505182,2
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,31,7,1,VS,8.572280219571484,3
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,31,7,1,Oxygen,4.9519331461108,4
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,31,7,1,Hydrogen,4.750635803516797,5
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,31,7,1,Cellulose,3.0926391415178114,6
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,31,7,1,Carbon,3.034496591644243,7
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,31,7,1,Hemicelluloses,2.4504958710516886,8
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,31,7,1,Sulfur,2.2470298730632954,9
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,31,7,1,C/N,2.0929648843251853,10
A_BMP_VS_all_features,RandomForest,outer_fold_heldout,31,7,1,Nitrogen,1.0117311788454932,11
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,31,7,1,Lignin,14.953532428811986,1
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,31,7,1,DM,13.089932658485289,2
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,31,7,1,VS,10.871573375464301,3
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,31,7,1,Hydrogen,8.744775923492812,4
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,31,7,1,Cellulose,4.865595638913368,5
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,31,7,1,Oxygen,4.6217170691685325,6
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,31,7,1,Carbon,4.4691824013417145,7
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,31,7,1,Hemicelluloses,3.7500043227618396,8
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,31,7,1,C/N,3.240345684730614,9
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,31,7,1,Nitrogen,2.5012966164190975,10
A_BMP_VS_all_features,GradientBoosting,outer_fold_heldout,31,7,1,Sulfur,1.9604023923661098,11
A_BMP_VS_all_features,ExtraTrees,outer_fold_heldout,31,7,1,DM,13.187039820976178,1
