scenario_id,model,BMP_range,range_min_observed,range_max_observed,n,R2,RMSE,MAE,MAPE_pct,nRMSE_mean_pct,nRMSE_range_pct,RPD,bias_pred_minus_obs,median_abs_error
D1_BMP_DM_no_DM,GradientBoosting_fixed,low_observed_BMP,29.026000000000003,228.0,42.0,-0.6499039397566113,50.7169444230031,39.3507672636389,32.50514345429009,28.812290675697067,25.489231971515423,0.7879585766928326,27.747166879172443,36.22953122265339
D1_BMP_DM_no_DM,GradientBoosting_fixed,mid_observed_BMP,230.244,281.882,43.0,-2.5278993690136766,26.79063586861338,20.85322257833724,8.145046489490113,10.289127308955388,51.88162955306823,0.538705597603128,6.622401489723578,14.450918954785038
D1_BMP_DM_no_DM,LinearRegression,high_observed_BMP,281.952,410.468,42.0,-1.4131526972338175,54.03895973549364,42.72793248596173,12.724739392922475,16.77807746600921,42.04842956168386,0.6515388470729542,-36.73557824682788,33.62021756510775
D1_BMP_DM_no_DM,LinearRegression,low_observed_BMP,29.026000000000003,228.0,42.0,-1.1585865177658703,58.01075005380175,49.27717286632535,32.95498466312548,32.955900870622195,29.1549398684259,0.6888869960256624,31.170174045301376,43.0909847517609
D1_BMP_DM_no_DM,LinearRegression,mid_observed_BMP,230.244,281.882,43.0,-3.582738862965477,30.53426585559291,23.87098518394072,9.249178179162303,11.726894061583385,59.13138745805977,0.47265801555617326,3.9437542057345287,20.885363696315437
D1_BMP_DM_no_DM,Mean_baseline,high_observed_BMP,281.952,410.468,42.0,-4.0344433316365365,78.05312700640906,69.7408358631241,20.814062848261624,24.234023337751875,60.73417084752797,0.45108354877562173,-69.7408358631241,60.37634638905067
D1_BMP_DM_no_DM,Mean_baseline,low_observed_BMP,29.026000000000003,228.0,42.0,-3.86414738240308,87.08174304637348,77.41111962563905,63.85489176837724,49.47112886517835,43.76538796343918,0.45891193657524376,77.41111962563905,73.53927792661621
D1_BMP_DM_no_DM,Mean_baseline,mid_observed_BMP,230.244,281.882,43.0,-0.30000709929951763,16.26289242458083,14.372882291313957,5.4644589084193305,6.2458752897461185,31.494040095628854,0.8874353423106499,-7.558258606141052,13.769866744321519
D1_BMP_DM_no_DM,RF_fixed_selected_params,high_observed_BMP,281.952,410.468,42.0,-1.221269244061698,51.84599098381914,40.21223738095237,11.852875420654188,16.097202042495727,40.342051560754406,0.679097474172568,-37.4219527142857,31.487753999999995
D1_BMP_DM_no_DM,RF_fixed_selected_params,low_observed_BMP,29.026000000000003,228.0,42.0,-0.8849071657659724,54.208667667395645,41.586823333333335,35.340180735607724,30.79593827554924,27.24409604641594,0.7372040867515194,34.855085333333335,37.271795999999995
