comparison_method,model,outer_id,repeat,fold,n,R2,RMSE,MAE,MAPE_pct,nRMSE_mean_pct,nRMSE_range_pct,RPD,bias_pred_minus_obs,median_abs_error
direct_BMPDM_all_features,Mean_baseline,12,3,2,26,-0.07847477351995336,75.01121235563623,61.59166184310739,26.026730807210903,27.887354235234884,24.14148411104589,0.9820004213633201,-20.234208682406692,54.86240099009899
two_stage_BMPVS_OOF_times_measured_VS_DM,LinearRegression,12,3,2,26,0.42537765441779063,54.75357044575023,42.72862658950151,18.236385626580624,20.356053004785128,17.621798254268455,1.34531942922684,-12.402172907964008,31.16615276970289
direct_BMPDM_all_features,LinearRegression,12,3,2,26,0.425375713124733,54.75366293487567,42.07682105647534,18.148671475075595,20.35608739000466,17.621828020815112,1.3453171567319824,-11.91808943581748,31.017089792299913
two_stage_BMPVS_OOF_times_measured_VS_DM,Ridge_alpha_1,12,3,2,26,0.4476744283506534,53.68077343923151,41.61429917335826,17.7097617479125,19.957213028683356,17.276531045888195,1.372205305938729,-12.405273813321726,29.46261229131028
direct_BMPDM_all_features,Ridge_alpha_1,12,3,2,26,0.43759870845477555,54.16819246666938,41.5880491212855,17.888681972996203,20.13842363243561,17.433401176856407,1.3598578572754327,-11.950075152311943,29.071531462319243
two_stage_BMPVS_OOF_times_measured_VS_DM,RF_fixed_selected_params,12,3,2,26,0.5641549262027046,47.68560094140354,36.86686538461539,15.50201157311453,17.728352917002944,15.347054677567401,1.5447229496116355,-12.606966923076925,26.33784999999996
direct_BMPDM_all_features,RF_fixed_selected_params,12,3,2,26,0.4579831015549848,53.17746159106,38.908616153846154,16.823991381855915,19.770093858629107,17.114545995867598,1.385192898199411,-12.916382307692295,23.73952000000007
two_stage_BMPVS_OOF_times_measured_VS_DM,GradientBoosting_fixed,12,3,2,26,0.5265175114332148,49.701918169547156,37.2155894170702,15.71300130209416,18.47797088778385,15.99598286839939,1.48205632404226,-14.763320059043368,25.387209115579225
direct_BMPDM_all_features,GradientBoosting_fixed,12,3,2,26,0.5156626178536783,50.26841412403117,36.43837911769156,16.190859511950855,18.688580380143776,16.178302986347994,1.4653544064162964,-10.533989082702691,20.963615130177033
two_stage_BMPVS_OOF_times_measured_VS_DM,ExtraTrees_fixed,12,3,2,26,0.5581275766355376,48.01419352212968,37.51914923076916,16.03148228359019,17.85051568987394,15.452808368482271,1.5341513985079847,-13.715334615384657,25.704734999999772
direct_BMPDM_all_features,ExtraTrees_fixed,12,3,2,26,0.5135007317283582,50.38047814292344,37.81614000000003,16.665467301450672,18.730243071543242,16.21436948422942,1.462094939457316,-11.549319999999994,20.183989999999923
two_stage_BMPVS_OOF_times_measured_VS_DM,RF_nested_gridsearch,13,3,3,25,0.5727932033647916,46.587339259350685,36.97652868498982,15.502925492559827,18.06653645117386,16.80288368932571,1.5615119305101595,1.800765148449325,33.775964037037
direct_BMPDM_all_features,RF_nested_gridsearch,13,3,3,25,0.5121145858971992,49.786058818641116,37.287418144991655,15.82378338561859,19.30699758146698,17.956581530069865,1.4611858779422462,-0.7548381908967815,30.848659753968292
two_stage_BMPVS_OOF_times_measured_VS_DM,Mean_baseline,13,3,3,25,0.18030236342129746,64.5320812630228,48.7635937254902,20.73460463557621,25.02549441422563,23.275101624848624,1.1272948995352585,-7.604527843137259,45.86563725490197
direct_BMPDM_all_features,Mean_baseline,13,3,3,25,-0.007561163178005703,71.54586523079945,57.81402392156863,25.220724334478216,27.745434761303134,25.804797420020144,1.016783930553181,-6.197879607843124,48.45051960784312
two_stage_BMPVS_OOF_times_measured_VS_DM,LinearRegression,13,3,3,25,0.3014704733502722,59.57186748306229,48.2531435295478,20.005623946182304,23.101927099887437,21.486077041262032,1.2211583946882991,-2.692703998768942,41.27696688326094
direct_BMPDM_all_features,LinearRegression,13,3,3,25,0.28813095918536014,60.13798653733782,48.96340448798024,20.518554784464865,23.321467659455237,21.69026197164295,1.2096628146842638,-2.134938508256101,41.20353713656874
two_stage_BMPVS_OOF_times_measured_VS_DM,Ridge_alpha_1,13,3,3,25,0.3240664400736234,58.60043439390891,47.27114414539463,19.576612234018494,22.72520605090537,21.135705513964936,1.2414018226418118,-3.855187226924827,38.25074064915876
direct_BMPDM_all_features,Ridge_alpha_1,13,3,3,25,0.3001870357087947,59.62656931533949,48.42404754861873,20.28299971326521,23.12314043085876,21.50580661886744,1.2200380954247803,-2.749188226413887,38.43107767934836
two_stage_BMPVS_OOF_times_measured_VS_DM,RF_fixed_selected_params,13,3,3,25,0.5683489190136476,46.82903916037364,37.969947199999986,16.111042979401272,18.160267497880927,16.890058775715627,1.5534524595960129,2.378558399999994,35.26655999999991
direct_BMPDM_all_features,RF_fixed_selected_params,13,3,3,25,0.5214112203833953,49.309441870943125,37.62803119999999,16.128115042708064,19.122165874060453,17.78467776256884,1.475309460094869,0.8761320000000091,29.351239999999905
two_stage_BMPVS_OOF_times_measured_VS_DM,GradientBoosting_fixed,13,3,3,25,0.5836028941506267,45.99415894795223,38.370200070006966,16.423592393853315,17.836501555677053,16.58893844287711,1.5816505340715505,7.155201914349333,35.00963108420615
direct_BMPDM_all_features,GradientBoosting_fixed,13,3,3,25,0.5670318080013486,46.90043022912902,38.28231347562955,16.16643906202029,18.187952902681083,16.91580774193315,1.5510878196383528,4.082634501983389,33.061530663856786
two_stage_BMPVS_OOF_times_measured_VS_DM,ExtraTrees_fixed,13,3,3,25,0.5442824694793156,48.11679571195928,38.90237800000003,16.350471627177086,18.65965855668217,17.35452023456826,1.511877193562153,6.225124399999963,34.31552000000005
direct_BMPDM_all_features,ExtraTrees_fixed,13,3,3,25,0.514253222995339,49.67682082157733,38.26416999999997,16.315284914155455,19.264635165257303,17.91718212696381,1.4643989865108802,2.734794800000062,33.124439999999936
two_stage_BMPVS_OOF_times_measured_VS_DM,RF_nested_gridsearch,14,3,4,25,0.7053195934998349,30.959076619559426,21.89528792191807,10.614769469672817,13.046547652233825,13.48074782915143,1.8801337841894041,9.682464301456298,18.085595896464667
direct_BMPDM_all_features,RF_nested_gridsearch,14,3,4,25,0.6738145770596657,32.572016283803386,25.327817600000014,12.302651615556687,13.726260889431671,14.183082499674896,1.787031093579731,13.146332800000028,22.499759999999952
two_stage_BMPVS_OOF_times_measured_VS_DM,Mean_baseline,14,3,4,25,0.373845404187248,45.12873449307017,36.28643294117647,17.651848675956582,19.017821244606196,19.650750473786726,1.2898036369417825,14.221134117647047,27.72535294117654
direct_BMPDM_all_features,Mean_baseline,14,3,4,25,-0.11585104748413744,60.24423328676905,47.92072313725492,24.289861485441847,25.387684200230805,26.23260787391861,0.9661871801516568,19.411645490196115,41.99272549019611
two_stage_BMPVS_OOF_times_measured_VS_DM,LinearRegression,14,3,4,25,0.4738910640414984,41.36663630706655,30.413547419956927,15.031130696206496,17.43242534087084,18.01259124903836,1.4071051232608582,8.418280376741352,17.82131763359382
direct_BMPDM_all_features,LinearRegression,14,3,4,25,0.44730107649694073,42.399103928575876,32.2506603943451,16.031648141846826,17.867520295056252,18.462166532512335,1.3728404727089492,8.636070475501285,24.062906296112487
two_stage_BMPVS_OOF_times_measured_VS_DM,Ridge_alpha_1,14,3,4,25,0.487395017827866,40.83229405741588,29.74021998447889,14.769974552167842,17.207246737893225,17.779918511071386,1.4255188747880427,12.459529965853617,20.786669438021903
direct_BMPDM_all_features,Ridge_alpha_1,14,3,4,25,0.47051339997390296,41.49921251968717,31.39899946293651,15.662529217841861,17.488294638807677,18.070319924620154,1.402609889335335,10.791525585961155,22.93479956934226
two_stage_BMPVS_OOF_times_measured_VS_DM,RF_fixed_selected_params,14,3,4,25,0.6898137966473281,31.763153063072064,23.0623416,11.217438457838218,13.38539566650886,13.830872992881494,1.832538657738417,12.803344800000001,18.583259999999996
direct_BMPDM_all_features,RF_fixed_selected_params,14,3,4,25,0.6738145770596657,32.572016283803386,25.327817600000014,12.302651615556687,13.726260889431671,14.183082499674896,1.787031093579731,13.146332800000028,22.499759999999952
two_stage_BMPVS_OOF_times_measured_VS_DM,GradientBoosting_fixed,14,3,4,25,0.7244095651241336,29.939492811498496,23.72476549314804,11.347298725233772,12.616882100487075,13.036782643236563,1.9441613873093748,8.309460852967685,22.042397661481402
direct_BMPDM_all_features,GradientBoosting_fixed,14,3,4,25,0.6961967897102699,31.434644140980563,25.09065706519321,11.711985585458033,13.246957839085319,13.687827837085601,1.8516896713921658,7.180578489969947,20.394491673399102
two_stage_BMPVS_OOF_times_measured_VS_DM,ExtraTrees_fixed,14,3,4,25,0.7376632855131755,29.21069609738264,21.57322479999998,10.75127480974519,12.309757919222031,12.719437108599301,1.9926675381405066,9.498990399999963,19.94477999999998
direct_BMPDM_all_features,ExtraTrees_fixed,14,3,4,25,0.6820508036693564,32.15816318270844,23.908491200000025,12.081647116118518,13.551857942250464,14.002875274416487,1.8100289357024033,12.286941600000004,17.79142000000016
two_stage_BMPVS_OOF_times_measured_VS_DM,RF_nested_gridsearch,15,3,5,25,0.6471190667620631,42.1544706131629,35.762687439656794,25.511589899419597,18.46504454319779,12.688645126801628,1.7181073147447794,11.101947050141622,34.75084870129871
direct_BMPDM_all_features,RF_nested_gridsearch,15,3,5,25,0.4940458625001558,50.47602176035517,40.36978347535614,35.865540573810236,22.110157632423107,15.193461528843716,1.434857617217245,16.160255422932643,36.17599413389877
two_stage_BMPVS_OOF_times_measured_VS_DM,Mean_baseline,15,3,5,25,0.3981780783487815,55.0507885957879,42.19584941176469,33.24636244512183,24.11405596544196,16.570482567616807,1.31561974237024,16.679722352941177,31.425882352941187
direct_BMPDM_all_features,Mean_baseline,15,3,5,25,-0.18621409276870104,77.2878244584399,56.37338235294119,57.01005755427323,33.85460902517703,23.263909210840914,0.9370933237823859,30.622159607843177,33.73551960784317
two_stage_BMPVS_OOF_times_measured_VS_DM,LinearRegression,15,3,5,25,0.42592078971146485,53.76695638511642,43.5939117253917,27.05522327416558,23.551695233324534,16.184044519964488,1.3470337392896896,10.48979712997087,37.01123341293072
direct_BMPDM_all_features,LinearRegression,15,3,5,25,0.34804319403312634,57.29793293214279,45.03776791119428,26.812982908594375,25.098379090895495,17.246880980832934,1.2640229865786274,8.752046782064212,34.0115295916371
two_stage_BMPVS_OOF_times_measured_VS_DM,Ridge_alpha_1,15,3,5,25,0.4883032568628055,50.76166625654141,40.74841456354644,23.392096316315225,22.235279316289095,15.279441535040247,1.426783430308217,10.177953367669488,33.72898730969305
direct_BMPDM_all_features,Ridge_alpha_1,15,3,5,25,0.453199310275474,52.4739877874448,40.92142773474303,21.679807917106785,22.98533246321522,15.79485638742913,1.3802248954861789,8.083106360792014,35.03886408342905
two_stage_BMPVS_OOF_times_measured_VS_DM,RF_fixed_selected_params,15,3,5,25,0.61268982857811,44.16304340414488,37.17658720000002,26.289392051496318,19.344865485419668,13.29323265892833,1.639966332186055,12.309782400000028,29.563199999999995
direct_BMPDM_all_features,RF_fixed_selected_params,15,3,5,25,0.503053444643647,50.024687615863584,40.32130239999999,35.37505563212747,21.91245843324728,15.057608351001313,1.4478032299936177,16.19602719999999,40.10058000000001
two_stage_BMPVS_OOF_times_measured_VS_DM,GradientBoosting_fixed,15,3,5,25,0.7147807285350738,37.898234276276554,33.37475869213142,24.459018788926496,16.600673044663473,11.407502897543377,1.9110627630218122,11.549513266163663,28.320952400929556
direct_BMPDM_all_features,GradientBoosting_fixed,15,3,5,25,0.6378665573197697,42.70353817418663,32.985635371455885,31.39840071892382,18.70555419316034,12.853916409565484,1.6960164755961349,15.890318259683099,27.624102275306768
two_stage_BMPVS_OOF_times_measured_VS_DM,ExtraTrees_fixed,15,3,5,25,0.5629024708551531,46.91575598247547,39.42830920000002,26.326763397400256,20.550644128447477,14.121808905634026,1.543743733698385,12.23873079999999,34.509509999999864
direct_BMPDM_all_features,ExtraTrees_fixed,15,3,5,25,0.4700249693996149,51.66033847706225,41.5270624,33.51243688484298,22.628927305227904,15.549945059948545,1.4019634103215741,15.837941599999972,32.134299999999826
two_stage_BMPVS_OOF_times_measured_VS_DM,RF_nested_gridsearch,16,4,1,26,0.6427217683186424,33.14549796192567,23.3910194225582,11.03761945771792,13.441355226893528,17.529509615792808,1.706134997119063,1.4223035128634398,14.050633789877239
direct_BMPDM_all_features,RF_nested_gridsearch,16,4,1,26,0.7192049342801572,29.384344422117053,21.705132236337185,9.579253723817557,11.916110355040093,15.540365351968994,1.9245178064008566,5.098469332149886,15.356458944444455
two_stage_BMPVS_OOF_times_measured_VS_DM,Mean_baseline,16,4,1,26,0.4407245694051145,41.470010024423075,33.09020030464585,15.07879853731854,16.817159803766057,21.9320566649865,1.3636527706763362,2.545397562833227,26.18330693069302
direct_BMPDM_all_features,Mean_baseline,16,4,1,26,-0.020370005064506147,56.01445459857999,45.75988461538462,22.30908593482015,22.715307610254747,29.624111293700146,1.0095732338204997,7.9143789032749225,44.234198019801994
two_stage_BMPVS_OOF_times_measured_VS_DM,LinearRegression,16,4,1,26,0.2080150910639592,49.349155269883155,37.313375834472524,17.563153553804778,20.012356637139117,26.099064579701697,1.1459303357983062,4.3649509155864346,28.351992973830107
direct_BMPDM_all_features,LinearRegression,16,4,1,26,0.10544383751837794,52.4475343232024,37.888921141709936,18.39436551018432,21.268829342152312,27.73769029806985,1.0782336062033397,2.0217404291564347,28.08444123715043
two_stage_BMPVS_OOF_times_measured_VS_DM,Ridge_alpha_1,16,4,1,26,0.2750484692867736,47.21453920646388,36.034994111729006,16.96852570133424,19.146714708500415,24.970139835450848,1.1977389808357572,5.2548882392718586,27.637903759912646
direct_BMPDM_all_features,Ridge_alpha_1,16,4,1,26,0.30708797882011696,46.15941730576595,34.613051079808095,16.74279936742899,18.718835534947274,24.412122287325182,1.2251171563796148,4.815416700039659,24.327980089767834
two_stage_BMPVS_OOF_times_measured_VS_DM,RF_fixed_selected_params,16,4,1,26,0.6033413904166429,34.924461022825994,25.104867692307703,11.66299113846206,14.162770680194322,18.47034176494362,1.6192288274060822,1.602044615384641,15.129810000000049
direct_BMPDM_all_features,RF_fixed_selected_params,16,4,1,26,0.6625416935486841,32.213011767929096,23.05391846153847,10.151904957596937,13.063207998812068,17.036349859284282,1.7555233418466378,2.2505523076923213,14.474180000000104
two_stage_BMPVS_OOF_times_measured_VS_DM,GradientBoosting_fixed,16,4,1,26,0.5829218826852786,35.812115142165204,26.769400966700065,12.616842638417394,14.52273734445621,18.939791384868737,1.5790939419603602,-2.966245481870118,18.509498779942646
direct_BMPDM_all_features,GradientBoosting_fixed,16,4,1,26,0.6242915065053148,33.989656566509865,24.529814876013923,11.044821227457666,13.783683336885685,17.97595595952585,1.6637618552903994,-3.4556401313083054,16.828784189836462
two_stage_BMPVS_OOF_times_measured_VS_DM,ExtraTrees_fixed,16,4,1,26,0.47804830633938034,40.06235043325544,28.044487307692314,13.434439006937989,16.246317494347075,21.18759410275615,1.411567056306254,0.6122765384615412,16.397490000000175
direct_BMPDM_all_features,ExtraTrees_fixed,16,4,1,26,0.5306323380467362,37.990748681989515,26.692333846153886,12.549474124697339,15.40622949629057,20.091995452809076,1.4885385529816964,1.595599230769235,16.574469999999863
two_stage_BMPVS_OOF_times_measured_VS_DM,RF_nested_gridsearch,17,4,2,26,0.41474437415205934,37.50003151852131,29.167510769230777,12.131531214606692,14.290638503455606,18.96536750730612,1.3330421172611513,-2.6047384615384788,21.695799999999977
direct_BMPDM_all_features,RF_nested_gridsearch,17,4,2,26,0.48235531063399784,35.267503297411906,25.896094914381276,10.697275386153631,13.439859118353494,17.83628263806114,1.4174272840141193,-1.135648113149769,18.711431539669093
two_stage_BMPVS_OOF_times_measured_VS_DM,Mean_baseline,17,4,2,26,0.1932758233406091,44.02723081306663,33.551894135567395,14.08136158261621,16.778045627694624,22.266450957151775,1.135413708508179,-8.32271896420409,24.02885643564352
direct_BMPDM_all_features,Mean_baseline,17,4,2,26,-0.059665695418295694,50.45953822108385,40.29585605483628,17.594813342620164,19.229291031733105,25.519543527294353,0.9906773461498358,-11.973501904036603,29.761732673267375
two_stage_BMPVS_OOF_times_measured_VS_DM,LinearRegression,17,4,2,26,0.25850952395430604,42.2096375363207,34.89805744159615,14.986954649986513,16.085391050818906,21.347216410501595,1.184305867819754,-5.473465534207209,35.69877495028442
direct_BMPDM_all_features,LinearRegression,17,4,2,26,0.23094134210015382,42.987141509861125,35.46299025469916,15.411470399714943,16.381684887675515,21.740433375914066,1.1628854503233763,-6.758916733775035,33.91098474709278
two_stage_BMPVS_OOF_times_measured_VS_DM,Ridge_alpha_1,17,4,2,26,0.24166136900810198,42.686487930705546,35.51366650104025,15.23361361050658,16.267110807588132,21.58838002048539,1.1710759970217888,-5.243098763880997,37.52360928467017
direct_BMPDM_all_features,Ridge_alpha_1,17,4,2,26,0.23230392973793368,42.949043170629686,35.57851757773508,15.443386361481062,16.367166244050654,21.721165418643544,1.1639169984348838,-6.714905448992818,34.63195132965174
two_stage_BMPVS_OOF_times_measured_VS_DM,RF_fixed_selected_params,17,4,2,26,0.41474437415205934,37.50003151852131,29.167510769230777,12.131531214606692,14.290638503455606,18.96536750730612,1.3330421172611513,-2.6047384615384788,21.695799999999977
direct_BMPDM_all_features,RF_fixed_selected_params,17,4,2,26,0.44554638067248453,36.49988075231796,26.83383615384616,10.77744255571322,13.909497675835045,18.459548549943587,1.3695694446792117,-4.980531538461526,20.993570000000005
two_stage_BMPVS_OOF_times_measured_VS_DM,GradientBoosting_fixed,17,4,2,26,0.29180995875407134,41.25092978221956,29.80852749954954,12.348205681515227,15.72004346604281,20.862356954326152,1.2118301739311688,-3.2167012502095904,21.302729916525237
direct_BMPDM_all_features,GradientBoosting_fixed,17,4,2,26,0.29946456980886194,41.02738971156059,29.67672374489409,12.299996393779201,15.634856061886989,20.749303193542975,1.2184328996861273,-3.058233530427624,16.46714797333661
two_stage_BMPVS_OOF_times_measured_VS_DM,ExtraTrees_fixed,17,4,2,26,0.4335584011769832,36.892357136104614,26.459853076923125,10.743003774285247,14.059063900041243,18.658040619284282,1.354999389938352,-0.026406923077002577,17.011315000000195
direct_BMPDM_all_features,ExtraTrees_fixed,17,4,2,26,0.37991422152585985,38.599770249514314,26.289425384615395,10.896021862369059,14.70973064862108,19.521552351710834,1.2950626672043093,-0.4408030769230322,18.415374999999898
two_stage_BMPVS_OOF_times_measured_VS_DM,RF_nested_gridsearch,18,4,3,25,0.6656430985074065,44.258479787967644,37.12185684565476,26.99802187982972,18.436974037869177,11.62817967493777,1.7650590428177617,8.540018992252804,34.57819844347944
direct_BMPDM_all_features,RF_nested_gridsearch,18,4,3,25,0.48275472769761574,55.04775493660039,41.15252246500677,39.07010219405012,22.93151580152119,14.462882326083747,1.4191101900720648,14.425031601212227,33.276174391500604
two_stage_BMPVS_OOF_times_measured_VS_DM,Mean_baseline,18,4,3,25,0.45754189129581424,56.373428609442804,43.61590588235295,32.248007401245,23.483758246493895,14.811181041538884,1.3857384923725247,7.0057082352941595,27.99847058823525
direct_BMPDM_all_features,Mean_baseline,18,4,3,25,-0.04359087031508424,78.19094861952132,59.14614823529411,55.00712411389137,32.572390570143355,20.543371662503567,0.9990776598867879,15.98045411764707,44.08470588235292
two_stage_BMPVS_OOF_times_measured_VS_DM,LinearRegression,18,4,3,25,0.5974546023623124,48.5622476465574,40.5993323387319,22.381803955435547,20.22981592159351,12.758923120683265,1.6086329145981633,2.1255874229978837,37.58832248190208
direct_BMPDM_all_features,LinearRegression,18,4,3,25,0.6008576777669998,48.35654196665523,40.25411582881462,19.610412659995887,20.144124088119607,12.704877373574075,1.6154759375678083,2.455659915374956,40.07501887765267
two_stage_BMPVS_OOF_times_measured_VS_DM,Ridge_alpha_1,18,4,3,25,0.5805546124782972,49.571157282395646,41.74429421816076,25.820578529683818,20.650102403452355,13.023997352277018,1.5758928024636214,4.0397094493147225,44.091344544456604
direct_BMPDM_all_features,Ridge_alpha_1,18,4,3,25,0.5885260441006518,49.09785539569875,41.49116457032206,23.814921007126305,20.4529366933125,12.899645151176456,1.5910843628816234,4.340707191301071,43.699778255589194
two_stage_BMPVS_OOF_times_measured_VS_DM,RF_fixed_selected_params,18,4,3,25,0.6892258025237967,42.66913347876623,34.71222399999999,25.704898674934178,17.774892177391536,11.21060535838572,1.8308042278382406,8.69320480000001,29.109520000000003
direct_BMPDM_all_features,RF_fixed_selected_params,18,4,3,25,0.48717180866355336,54.81220737793144,40.512423200000015,37.7011715869046,22.833392588869785,14.40099612151194,1.425208611514006,14.903797599999995,30.72694000000007
two_stage_BMPVS_OOF_times_measured_VS_DM,GradientBoosting_fixed,18,4,3,25,0.6397012530065567,45.943356709987704,39.80168976644702,27.714019412671952,19.138851558676706,12.070853071612634,1.7003291784759176,8.331389724053748,35.47143863861578
direct_BMPDM_all_features,GradientBoosting_fixed,18,4,3,25,0.49361533454262985,54.466769745132446,42.514064838852676,38.19457851033846,22.689491923999917,14.310238127113676,1.4342475299464716,12.666774762520918,35.16445235356841
two_stage_BMPVS_OOF_times_measured_VS_DM,ExtraTrees_fixed,18,4,3,25,0.6976852099472088,42.08439069733895,33.15977240000006,24.23614410753733,17.53130298201802,11.056973915131591,1.8562423900332004,5.129773199999995,27.2428799999999
direct_BMPDM_all_features,ExtraTrees_fixed,18,4,3,25,0.5864618971266455,49.220850310932605,36.80057079999997,31.729669548042516,20.50417329406834,12.931960020107669,1.5871085013289215,7.036758000000034,26.509950000000003
two_stage_BMPVS_OOF_times_measured_VS_DM,RF_nested_gridsearch,19,4,4,25,0.4913484507773407,51.60262415619613,40.07618717161134,15.927026053734359,17.968563631316407,16.563563988340654,1.4310479889352048,-13.10657931494949,34.34487644444454
direct_BMPDM_all_features,RF_nested_gridsearch,19,4,4,25,0.29293160696442155,60.84043544204499,47.079373403403906,18.819044139644117,21.185264382840824,19.528744167593235,1.2137623767148624,-19.253039860629073,34.264761728128406
two_stage_BMPVS_OOF_times_measured_VS_DM,Mean_baseline,19,4,4,25,-0.059196311871950735,74.46459496315808,57.77001372549021,21.246727185349595,25.929336632680677,23.90186746714196,0.9916905014932194,-36.12749215686276,44.07744117647056
direct_BMPDM_all_features,Mean_baseline,19,4,4,25,-0.3482989860415082,84.01458869855743,67.39592666666665,25.27966128833061,29.254742518896474,26.967252898815712,0.8789643878096097,-42.700966666666645,61.572166666666675
two_stage_BMPVS_OOF_times_measured_VS_DM,LinearRegression,19,4,4,25,0.24574424135320616,62.83779237678568,47.92289258524107,19.03728271160866,21.880764578096485,20.16986174517986,1.1751818249710622,-17.973229929274932,45.06134095289087
direct_BMPDM_all_features,LinearRegression,19,4,4,25,0.23748819336320814,63.18076614453273,48.46151993594773,19.52422791017705,22.000191565975655,20.279950486620702,1.1688024066307376,-17.573845568879722,41.47605700399214
two_stage_BMPVS_OOF_times_measured_VS_DM,Ridge_alpha_1,19,4,4,25,0.3005408862046668,60.51217571836756,46.38157877495792,18.399150541734816,21.070960976203157,19.42337838384029,1.2203466599216808,-16.466078903056935,35.84478161549947
direct_BMPDM_all_features,Ridge_alpha_1,19,4,4,25,0.26905218428728683,61.85926962434959,47.46171370610715,19.106157058334936,21.54003290738498,19.855772597795358,1.1937714746867274,-16.787544947747097,39.25193450890478
two_stage_BMPVS_OOF_times_measured_VS_DM,RF_fixed_selected_params,19,4,4,25,0.4906795874175335,51.6365410541806,39.19301999999996,15.631642705778317,17.98037384348248,16.57445073526948,1.4301080206944843,-14.712527199999979,38.87615999999991
direct_BMPDM_all_features,RF_fixed_selected_params,19,4,4,25,0.3004583071184517,60.51574768747664,46.26074559999998,18.874143673922013,21.07220477252699,19.424524925123222,1.2202746284135497,-16.71899519999998,34.79849999999993
two_stage_BMPVS_OOF_times_measured_VS_DM,GradientBoosting_fixed,19,4,4,25,0.5045018246364806,50.9310501985286,40.22682578783425,15.871637683136994,17.73471468295755,16.348000179278174,1.4499177070697256,-10.790441647179302,27.22071772088742
direct_BMPDM_all_features,GradientBoosting_fixed,19,4,4,25,0.39807255405796604,56.13499324733679,44.44756521594749,17.87417332990761,19.546781091115758,18.018377317845943,1.3155044162405267,-10.162234728002234,35.57969811050572
two_stage_BMPVS_OOF_times_measured_VS_DM,ExtraTrees_fixed,19,4,4,25,0.3792514384459067,57.00585483696402,44.52176440000003,17.775434292553605,19.850024039379804,18.297909064547756,1.2954078442241026,-13.599950800000006,32.14575000000002
direct_BMPDM_all_features,ExtraTrees_fixed,19,4,4,25,0.17326059838457575,65.78788426479451,48.77877799999997,19.558079713314832,22.90801686758208,21.11679102557095,1.1224837574237247,-18.454072399999987,34.149179999999774
two_stage_BMPVS_OOF_times_measured_VS_DM,RF_nested_gridsearch,20,4,5,25,0.5971164859714408,41.05810613385305,32.5552060140509,15.527427288324752,18.002436331246887,17.56857285511166,1.6079577575103507,3.973809367617755,28.59721784708404
direct_BMPDM_all_features,RF_nested_gridsearch,20,4,5,25,0.5495478527238862,43.414369233849776,35.862466928921435,17.60096156095013,19.03556913817835,18.57680688819513,1.5206877683975975,9.984955957128788,40.118529230158686
two_stage_BMPVS_OOF_times_measured_VS_DM,Mean_baseline,20,4,5,25,0.17264293891226767,58.83769540787573,48.966575686274524,25.23065447770254,25.798117964925694,25.17637649993399,1.1220646867446011,21.898376470588293,39.46196078431379
direct_BMPDM_all_features,Mean_baseline,20,4,5,25,-0.2282001206464339,71.68754909144108,60.45485333333333,31.78634577924998,31.432295831047224,30.674769189583785,0.920936774981676,30.90061333333331,48.952333333333314
two_stage_BMPVS_OOF_times_measured_VS_DM,LinearRegression,20,4,5,25,0.47070284749959257,47.06076077231315,39.15021373034349,19.549767469626616,20.634374774658006,20.13708088604854,1.4028608799170355,6.477585657009419,39.93482147906997
direct_BMPDM_all_features,LinearRegression,20,4,5,25,0.45097372013613246,47.929812638976124,40.1931337957464,20.072354634106638,21.015421354038633,20.508944142102393,1.3774245429227,6.59328681696625,41.302905572479034
two_stage_BMPVS_OOF_times_measured_VS_DM,Ridge_alpha_1,20,4,5,25,0.5530870415151747,43.24348021656816,34.458132599016395,17.315849953444285,18.9606407271286,18.503684271665698,1.526697202352316,7.8075737904318245,34.302660439242004
direct_BMPDM_all_features,Ridge_alpha_1,20,4,5,25,0.505967007840108,45.466041196784296,37.25317551110513,18.648819041614857,19.935150179859164,19.45470778888683,1.4520661691407992,7.409336028947969,36.12574349317089
two_stage_BMPVS_OOF_times_measured_VS_DM,RF_fixed_selected_params,20,4,5,25,0.5795396365517129,41.94417874790733,33.11367280000001,16.133076893723892,18.390945868617422,17.947719209894366,1.5739895794218208,6.609087200000012,28.906619999999975
direct_BMPDM_all_features,RF_fixed_selected_params,20,4,5,25,0.49570767123592774,45.9357007234932,38.346151999999975,18.762366039067206,20.141078229715543,19.655672918286196,1.437219836136024,10.198070399999995,42.81844000000007
two_stage_BMPVS_OOF_times_measured_VS_DM,GradientBoosting_fixed,20,4,5,25,0.5820362834758543,41.81946339912705,34.615272874420214,16.90605091294336,18.336262875723726,17.894354091589744,1.5786835817694982,9.560019942838467,33.16068541883226
direct_BMPDM_all_features,GradientBoosting_fixed,20,4,5,25,0.5463451467405976,43.56843352969153,35.174423040623815,17.07815218014416,19.103120541250075,18.64273028458958,1.5153103960375451,10.9726126830331,38.07638872180567
two_stage_BMPVS_OOF_times_measured_VS_DM,ExtraTrees_fixed,20,4,5,25,0.614038171751939,40.18660723011246,33.708752799999985,16.328688306615284,17.620316818081967,17.195662523261447,1.6428284151627195,7.405599999999963,33.79415999999992
direct_BMPDM_all_features,ExtraTrees_fixed,20,4,5,25,0.5682345508437524,42.50432345627389,35.5378348,17.193786340700534,18.636548269658018,18.18740252812295,1.5532467028802321,10.590082000000058,35.41692999999995
