scenario_id,model,outer_id,repeat,fold,n,R2,RMSE,MAE,MAPE_pct,nRMSE_mean_pct,nRMSE_range_pct,RPD,bias_pred_minus_obs,median_abs_error
D2_BMP_DM_no_VS,Mean_baseline,22,5,2,26.0,-0.021282186314100837,67.24331092015316,54.57036214775323,29.172927080070366,27.4274634802565,25.633783892435346,1.0091222715340984,9.706984386900215,45.46670792079209
D2_BMP_DM_no_VS,Mean_baseline,23,5,3,25.0,-0.00703697473107856,51.249631059653716,41.07157529411765,17.30485400282397,19.993745154516564,22.600526126243576,1.0170485271184413,-4.284114117647034,32.07079411764704
D2_BMP_DM_no_VS,Mean_baseline,24,5,4,25.0,-0.026691187756011425,63.707806511562595,53.76066705882352,23.30973381774272,24.39626695986183,27.07122919406571,1.0072666762352889,-10.272039607843121,49.25251960784311
D2_BMP_DM_no_VS,Mean_baseline,25,5,5,25.0,-0.005503666157441467,69.84440252791651,50.34652705882353,23.198355301384623,28.079574092161657,25.524939527510128,1.0178236884751373,5.16732549019611,28.047274509803884
D2_BMP_DM_no_VS,Mean_baseline,26,6,1,26.0,-0.0008279170433789229,52.63089111579777,41.90641279512567,18.93884676960927,20.71337097692808,26.94749915047324,1.0193820081547829,-1.5137509520182628,28.351
D2_BMP_DM_no_VS,Mean_baseline,27,6,2,26.0,-0.029629550598516907,72.11208449062723,59.366182025894894,24.72163992259298,27.45912791612892,26.390129509770112,1.0050233927506242,-12.232918507235341,48.661841584158395
D2_BMP_DM_no_VS,Mean_baseline,28,6,3,25.0,-0.001675264537019272,62.39120265580018,51.24240823529411,23.12328683675028,24.47320381200367,28.55066749148859,1.0197668939519873,-2.5515352941175946,34.6097352941176
D2_BMP_DM_no_VS,Mean_baseline,29,6,4,25.0,-0.05795849812254161,74.98351771396567,52.528596470588234,52.67943019273299,31.40120605208522,21.759013175501995,0.9922704719255795,17.55052274509805,29.70263725490196
D2_BMP_DM_no_VS,Mean_baseline,30,6,5,25.0,-0.0001307040614582089,73.70758224925785,61.34133333333333,29.773963085386114,29.06859840402515,23.960205525967606,1.020554033060322,-0.8426133333332735,56.805333333333266
D2_BMP_DM_no_VS,Mean_baseline,31,7,1,26.0,-5.72835028522789e-06,64.8619257603903,56.700951256664126,26.622133672858105,25.661053797660333,28.09578348799719,1.0198009818341174,0.1552399086062818,44.72268316831676
D2_BMP_DM_no_VS,Mean_baseline,32,7,2,26.0,-0.0015691125365346892,61.897217901957475,52.49846610814927,23.87217758418564,24.289047303300954,26.7134574127598,1.0190047495223706,-2.4499527798933523,50.41900000000001
D2_BMP_DM_no_VS,Mean_baseline,33,7,3,25.0,-0.000697170797516522,62.61698521440408,49.741124705882356,22.646727144942602,24.891459431011594,23.83429579031665,1.0202651385949995,1.6527623529411914,38.156117647058835
D2_BMP_DM_no_VS,Mean_baseline,34,7,4,25.0,-0.1690424409099507,61.91520088107114,43.76560745098037,15.231369089504069,22.779952765120456,27.211884534378378,0.9439505512949609,-23.543987843137206,31.151107843137197
D2_BMP_DM_no_VS,Mean_baseline,35,7,5,25.0,-0.08685150402065411,85.79968872236658,64.80936039215686,61.64758760619794,36.75958251346596,24.897692376683892,0.9789923048225408,24.254329803921593,57.17400980392159
